id,x,time
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
1,1,2024-12-19 04:53:23
